Orthogroup,Pfam_ID,Pfam_NAME,Specific_Pfam_Count,Pfam_Specific_Rate
OG0000406,PF00670.24,AdoHcyase_NAD,498,0.4975024975024975
OG0000407,PF00072.27,Response_reg,500,1
OG0000408,PF02592.18,Vut_1,501,1
OG0000409,PF00829.24,Ribosomal_L21p,499,1
OG0000410,PF00146.24,NADHdh,501,1
OG0000411,PF00218.24,IGPS,500,0.998003992015968
OG0000411,PF00425.21,Chorismate_bind,1,0.001996007984031936
OG0000412,PF00206.23,Lyase_1,500,0.5
OG0000412,PF10415.12,FumaraseC_C,500,0.5
OG0000413,PF01218.21,Coprogen_oxidas,500,1
OG0000414,PF00430.21,ATP-synt_B,453,0.9096385542168675
OG0000414,PF02326.18,YMF19,45,0.09036144578313253
OG0000415,PF00215.27,OMPdecase,499,0.998
OG0000415,PF00216.24,Bac_DNA_binding,1,0.002
OG0000416,PF01612.23,DNA_pol_A_exo1,501,1
OG0000417,PF00416.25,Ribosomal_S13,501,1
OG0000418,PF03462.21,PCRF,496,0.5005045408678103
OG0000418,PF00472.23,RF-1,495,0.49949545913218973
OG0000419,PF03702.17,AnmK,500,1
OG0000420,PF01458.20,SUFBD,501,0.501
OG0000420,PF19295.2,SufBD_N,499,0.499
OG0000421,PF01746.24,tRNA_m1G_MT,501,1
OG0000422,PF02674.19,Colicin_V,497,1
OG0000423,PF03176.18,MMPL,977,1
OG0000424,PF20463.1,PDH_C,497,0.5025278058645096
OG0000424,PF02153.20,PDH_N,491,0.49646107178968657
OG0000424,PF03807.20,F420_oxidored,1,0.0010111223458038423
OG0000425,PF02355.19,SecD_SecF,498,0.5521064301552107
OG0000425,PF07549.17,Sec_GG,404,0.44789356984478934
OG0000426,PF01702.21,TGT,500,1
OG0000427,PF01098.22,FTSW_RODA_SPOVE,498,1
OG0000428,PF08502.13,LeuA_dimer,498,0.5025227043390514
OG0000428,PF00682.22,HMGL-like,493,0.49747729566094856
OG0000429,PF13525.9,YfiO,500,1
OG0000430,PF12769.10,PNTB_4TM,500,1
OG0000431,PF06242.14,TrcR,499,1
OG0000432,PF01197.21,Ribosomal_L31,499,1
OG0000433,PF00162.22,PGK,499,0.998
OG0000433,PF06792.14,UPF0261,1,0.002
OG0000434,PF02559.19,CarD_CdnL_TRCF,497,1
OG0000435,PF03796.18,DnaB_C,499,0.5055724417426545
OG0000435,PF00772.24,DnaB,488,0.49442755825734547
OG0000436,PF08502.13,LeuA_dimer,494,0.5051124744376279
OG0000436,PF00682.22,HMGL-like,484,0.4948875255623722
OG0000437,PF01075.20,Glyco_transf_9,498,1
OG0000438,PF01467.29,CTP_transf_like,498,1
OG0000439,PF00436.28,SSB,497,1
OG0000440,PF02502.21,LacAB_rpiB,499,0.9920477137176938
OG0000440,PF01467.29,CTP_transf_like,4,0.007952286282306162
OG0000441,PF09923.12,DUF2155,498,1
OG0000442,PF04101.19,Glyco_tran_28_C,494,0.5051124744376279
OG0000442,PF03033.23,Glyco_transf_28,483,0.4938650306748466
OG0000442,PF08660.14,Alg14,1,0.0010224948875255625
OG0000443,PF00137.24,ATP-synt_C,499,1
OG0000444,PF03279.16,Lip_A_acyltrans,497,1
OG0000445,PF01132.23,EFP,499,0.3333333333333333
OG0000445,PF08207.15,EFP_N,499,0.3333333333333333
OG0000445,PF09285.14,Elong-fact-P_C,499,0.3333333333333333
OG0000446,PF07066.14,DUF3882,58,0.8923076923076924
OG0000446,PF02075.20,RuvC,7,0.1076923076923077
OG0000447,PF01300.21,Sua5_yciO_yrdC,492,0.5098445595854922
OG0000447,PF03481.16,Sua5_C,473,0.49015544041450776
OG0000448,PF01106.20,NifU,498,0.5005025125628141
OG0000448,PF08712.14,Nfu_N,497,0.4994974874371859
OG0000449,PF01522.24,Polysacc_deac_1,492,1
OG0000450,PF02033.21,RBFA,498,1
OG0000451,PF02673.21,BacA,500,1
OG0000452,PF00406.25,ADK,498,1
OG0000453,PF03764.21,EFG_IV,496,0.20154408776919952
OG0000453,PF00679.27,EFG_C,495,0.20113774888256805
OG0000453,PF14492.9,EFG_III,494,0.2007314099959366
OG0000453,PF03144.28,GTP_EFTU_D2,491,0.19951239333604226
OG0000453,PF00009.30,GTP_EFTU,485,0.19707436001625356
OG0000454,PF00905.25,Transpeptidase,493,0.3376712328767123
OG0000454,PF00912.25,Transgly,486,0.33287671232876714
OG0000454,PF17092.8,PCB_OB,481,0.32945205479452055
OG0000455,PF02129.21,Peptidase_S15,358,0.7217741935483871
OG0000455,PF12146.11,Hydrolase_4,117,0.23588709677419356
OG0000455,PF00561.23,Abhydrolase_1,19,0.038306451612903226
OG0000455,PF01738.21,DLH,2,0.004032258064516129
OG0000456,PF08734.14,GYD,436,1
OG0000457,PF00177.24,Ribosomal_S7,499,1
OG0000458,PF00694.22,Aconitase_C,496,1
OG0000459,PF07479.17,NAD_Gly3P_dh_C,488,0.4939271255060729
OG0000459,PF01210.26,NAD_Gly3P_dh_N,473,0.47874493927125505
OG0000459,PF20618.1,GPD_NAD_C_bact,25,0.025303643724696356
OG0000459,PF02558.19,ApbA,2,0.0020242914979757085
OG0000460,PF00588.22,SpoU_methylase,498,1
OG0000461,PF00119.23,ATP-synt_A,498,1
OG0000462,PF02401.21,LYTB,498,0.996
OG0000462,PF01636.26,APH,1,0.002
OG0000462,PF08534.13,Redoxin,1,0.002
OG0000463,PF09866.12,DUF2093,498,0.9979959919839679
OG0000463,PF03279.16,Lip_A_acyltrans,1,0.002004008016032064
OG0000464,PF01171.23,ATP_bind_3,492,1
OG0000465,PF00486.31,Trans_reg_C,495,1
OG0000466,PF00579.28,tRNA-synt_1b,498,0.9979959919839679
OG0000466,PF03023.17,MurJ,1,0.002004008016032064
OG0000467,PF00312.25,Ribosomal_S15,498,1
OG0000468,PF00334.22,NDK,498,1
OG0000469,PF00849.25,PseudoU_synth_2,495,0.6913407821229051
OG0000469,PF01479.28,S4,221,0.308659217877095
OG0000470,PF00410.22,Ribosomal_S8,498,1
OG0000471,PF01596.20,Methyltransf_3,495,0.9959758551307847
OG0000471,PF13578.9,Methyltransf_24,2,0.004024144869215292
OG0000472,PF07690.19,MFS_1,494,0.997979797979798
OG0000472,PF01063.22,Aminotran_4,1,0.00202020202020202
OG0000473,PF01551.25,Peptidase_M23,494,1
OG0000474,PF01464.23,SLT,492,1
OG0000475,PF04561.17,RNA_pol_Rpb2_2,638,0.21280853902601735
OG0000475,PF00562.31,RNA_pol_Rpb2_6,487,0.16244162775183454
OG0000475,PF04560.23,RNA_pol_Rpb2_7,481,0.16044029352901934
OG0000475,PF04565.19,RNA_pol_Rpb2_3,468,0.1561040693795864
OG0000475,PF10385.12,RNA_pol_Rpb2_45,467,0.15577051367578384
OG0000475,PF04563.18,RNA_pol_Rpb2_1,457,0.1524349566377585
OG0000476,PF07724.17,AAA_2,496,0.3349088453747468
OG0000476,PF10431.12,ClpB_D2-small,496,0.3349088453747468
OG0000476,PF06689.16,zf-C4_ClpX,489,0.3301823092505064
OG0000477,PF00346.22,Complex1_49kDa,497,1
OG0000478,PF02684.18,LpxB,496,0.9959839357429718
OG0000478,PF06230.14,LpxI_C,1,0.002008032128514056
OG0000478,PF17930.4,LpxI_N,1,0.002008032128514056
OG0000479,PF00380.22,Ribosomal_S9,497,1
OG0000480,PF00572.21,Ribosomal_L13,496,1
OG0000481,PF00905.25,Transpeptidase,512,0.5150905432595574
OG0000481,PF03717.18,PBP_dimer,482,0.48490945674044267
OG0000482,PF02151.22,UVR,492,0.20098039215686275
OG0000482,PF12344.11,UvrB,491,0.2005718954248366
OG0000482,PF00271.34,Helicase_C,490,0.20016339869281047
OG0000482,PF17757.4,UvrB_inter,489,0.19975490196078433
OG0000482,PF04851.18,ResIII,486,0.19852941176470587
OG0000483,PF01687.20,Flavokinase,493,0.510880829015544
OG0000483,PF06574.15,FAD_syn,472,0.48911917098445595
OG0000484,PF00274.22,Glycolytic,497,1
OG0000485,PF01812.23,5-FTHF_cyc-lig,495,1
OG0000486,PF01243.23,Putative_PNPOx,496,0.5005045408678103
OG0000486,PF10590.12,PNP_phzG_C,495,0.49949545913218973
OG0000487,PF03548.18,LolA,470,1
OG0000488,PF00692.22,dUTPase,494,1
OG0000489,PF01649.21,Ribosomal_S20p,495,1
OG0000490,PF00037.30,Fer4,497,0.4273430782459157
OG0000490,PF11953.11,DUF3470,495,0.42562338779019776
OG0000490,PF12800.10,Fer4_4,171,0.1470335339638865
OG0000491,PF00856.31,SET,497,1
OG0000492,PF00828.22,Ribosomal_L27A,497,1
OG0000493,PF03719.18,Ribosomal_S5_C,497,0.502020202020202
OG0000493,PF00333.23,Ribosomal_S5,493,0.49797979797979797
OG0000494,PF00347.26,Ribosomal_L6,594,1
OG0000495,PF00189.23,Ribosomal_S3_C,497,0.501008064516129
OG0000495,PF07650.20,KH_2,495,0.49899193548387094
OG0000496,PF00237.22,Ribosomal_L22,493,1
OG0000497,PF00581.23,Rhodanese,483,0.502079002079002
OG0000497,PF17773.4,UPF0176_N,477,0.49584199584199584
OG0000497,PF12368.11,Rhodanese_C,2,0.002079002079002079
OG0000498,PF02660.18,G3P_acyltransf,497,1
OG0000499,PF00623.23,RNA_pol_Rpb1_2,626,0.24626278520849726
OG0000499,PF04998.20,RNA_pol_Rpb1_5,489,0.1923682140047207
OG0000499,PF05000.20,RNA_pol_Rpb1_4,479,0.1884343036978757
OG0000499,PF04983.21,RNA_pol_Rpb1_3,474,0.18646734854445318
OG0000499,PF04997.15,RNA_pol_Rpb1_1,474,0.18646734854445318
OG0000500,PF08534.13,Redoxin,495,1
OG0000501,PF01245.23,Ribosomal_L19,497,1
OG0000502,PF06146.15,PsiE,495,1
OG0000503,PF00462.27,Glutaredoxin,493,1
OG0000504,PF00300.25,His_Phos_1,891,1
OG0000505,PF00486.31,Trans_reg_C,494,0.5020325203252033
OG0000505,PF00072.27,Response_reg,490,0.49796747967479676
OG0000506,PF00361.23,Proton_antipo_M,488,0.3575091575091575
OG0000506,PF00662.23,Proton_antipo_N,484,0.3545787545787546
OG0000506,PF06455.14,NADH5_C,393,0.2879120879120879
OG0000507,PF00742.22,Homoserine_dh,490,0.33957033957033955
OG0000507,PF01842.28,ACT,481,0.3333333333333333
OG0000507,PF03447.19,NAD_binding_3,472,0.3270963270963271
OG0000508,PF00905.25,Transpeptidase,494,0.5156576200417536
OG0000508,PF03717.18,PBP_dimer,464,0.48434237995824636
OG0000509,PF01040.21,UbiA,495,1
OG0000510,PF11164.11,DUF2948,496,1
OG0000511,PF02800.23,Gp_dh_C,496,0.5030425963488844
OG0000511,PF00044.27,Gp_dh_N,490,0.4969574036511156
OG0000512,PF01168.23,Ala_racemase_N,492,1
OG0000514,PF00571.31,CBS,640,0.3943314849044978
OG0000514,PF01769.19,MgtE,493,0.303758471965496
OG0000514,PF03448.20,MgtE_N,490,0.30191004313000613
OG0000515,PF00253.24,Ribosomal_S14,496,1
OG0000516,PF00579.28,tRNA-synt_1b,496,0.8336134453781513
OG0000516,PF01479.28,S4,99,0.16638655462184873
OG0000517,PF02686.18,Glu-tRNAGln,496,1
OG0000518,PF01380.25,SIS,972,0.6712707182320442
OG0000518,PF13522.9,GATase_6,476,0.3287292817679558
OG0000519,PF16576.8,HlyD_D23,492,1
OG0000520,PF02866.21,Ldh_1_C,493,0.5025484199796126
OG0000520,PF00056.26,Ldh_1_N,488,0.49745158002038736
OG0000521,PF06230.14,LpxI_C,489,0.5115062761506276
OG0000521,PF17930.4,LpxI_N,467,0.4884937238493724
OG0000522,PF00160.24,Pro_isomerase,494,1
OG0000523,PF03477.19,ATP-cone,494,1
OG0000524,PF00953.24,Glycos_transf_4,493,0.6635262449528937
OG0000524,PF10555.12,MraY_sig1,250,0.3364737550471063
OG0000525,PF13181.9,TPR_8,657,0.7149075081610446
OG0000525,PF07719.20,TPR_2,157,0.1708378672470076
OG0000525,PF13429.9,TPR_15,62,0.06746463547334058
OG0000525,PF13432.9,TPR_16,19,0.020674646354733407
OG0000525,PF13424.9,TPR_12,18,0.01958650707290533
OG0000525,PF13176.9,TPR_7,4,0.004352557127312296
OG0000525,PF00515.31,TPR_1,2,0.002176278563656148
OG0000526,PF01494.22,FAD_binding_3,380,0.8351648351648352
OG0000526,PF03486.17,HI0933_like,32,0.07032967032967033
OG0000526,PF13450.9,NAD_binding_8,29,0.06373626373626373
OG0000526,PF08491.13,SE,13,0.02857142857142857
OG0000526,PF07992.17,Pyr_redox_2,1,0.002197802197802198
OG0000527,PF01494.22,FAD_binding_3,283,0.8422619047619048
OG0000527,PF08491.13,SE,49,0.14583333333333334
OG0000527,PF07992.17,Pyr_redox_2,3,0.008928571428571428
OG0000527,PF01134.25,GIDA,1,0.002976190476190476
OG0000528,PF03947.21,Ribosomal_L2_C,494,0.5035677879714577
OG0000528,PF00181.26,Ribosomal_L2,487,0.4964322120285423
OG0000529,PF00565.20,SNase,492,1
OG0000530,PF13419.9,HAD_2,494,1
OG0000531,PF03054.19,tRNA_Me_trans,492,0.33310765064319564
OG0000531,PF20258.1,tRNA_Me_trans_C,492,0.33310765064319564
OG0000531,PF20259.1,tRNA_Me_trans_M,492,0.33310765064319564
OG0000531,PF00733.24,Asn_synthase,1,6.770480704129993e-4
OG0000532,PF02321.21,OEP,972,1
OG0000533,PF02386.19,TrkH,496,1
OG0000534,PF00126.30,HTH_1,485,0.5062630480167014
OG0000534,PF03466.23,LysR_substrate,473,0.49373695198329853
OG0000535,PF03372.26,Exo_endo_phos,480,1
OG0000536,PF00255.22,GSHPx,493,1
OG0000537,PF09527.13,ATPase_gene1,494,1
OG0000538,PF03602.18,Cons_hypoth95,494,1
OG0000539,PF06144.16,DNA_pol3_delta,91,0.978494623655914
OG0000539,PF00133.25,tRNA-synt_1,1,0.010752688172043012
OG0000539,PF08264.16,Anticodon_1,1,0.010752688172043012
OG0000540,PF03023.17,MurJ,492,0.9979716024340771
OG0000540,PF14667.9,Polysacc_synt_C,1,0.002028397565922921
OG0000541,PF01832.23,Glucosaminidase,493,1
OG0000542,PF12146.11,Hydrolase_4,414,0.9561200923787528
OG0000542,PF03959.16,FSH1,9,0.020785219399538105
OG0000542,PF05728.15,UPF0227,9,0.020785219399538105
OG0000542,PF00561.23,Abhydrolase_1,1,0.0023094688221709007
OG0000543,PF03099.22,BPL_LplA_LipB,110,1
OG0000544,PF00338.25,Ribosomal_S10,494,1
OG0000545,PF00550.28,PP-binding,493,1
OG0000546,PF00268.24,Ribonuc_red_sm,492,1
OG0000547,PF16870.8,OxoGdeHyase_C,488,0.2533748701973001
OG0000547,PF02779.27,Transket_pyr,486,0.2523364485981308
OG0000547,PF00676.23,E1_dh,480,0.24922118380062305
OG0000547,PF16078.8,2-oxogl_dehyd_N,472,0.245067497403946
OG0000548,PF05362.16,Lon_C,485,0.3372739916550765
OG0000548,PF00004.32,AAA,480,0.3337969401947149
OG0000548,PF02190.19,LON_substr_bdg,473,0.3289290681502086
OG0000549,PF00113.25,Enolase_C,494,0.5045965270684372
OG0000549,PF03952.19,Enolase_N,485,0.49540347293156284
OG0000550,PF03364.23,Polyketide_cyc,491,1
OG0000551,PF03030.19,H_PPase,493,1
OG0000552,PF01450.22,IlvC,491,0.501532175689479
OG0000552,PF07991.15,IlvN,488,0.49846782431052095
OG0000553,PF07478.16,Dala_Dala_lig_C,488,0.5298588490770901
OG0000553,PF01820.24,Dala_Dala_lig_N,431,0.46796959826275786
OG0000553,PF08443.14,RimK,2,0.0021715526601520088
OG0000554,PF13462.9,Thioredoxin_4,493,1
OG0000555,PF08543.15,Phos_pyr_kin,493,1
OG0000556,PF00474.20,SSF,979,1
OG0000557,PF00795.25,CN_hydrolase,487,0.5067637877211238
OG0000557,PF20154.2,LNT_N,474,0.49323621227887615
OG0000558,PF02769.25,AIRS_C,488,0.5025746652935118
OG0000558,PF00586.27,AIRS,483,0.49742533470648814
OG0000559,PF00861.25,Ribosomal_L18p,493,1
OG0000560,PF02774.21,Semialdhyde_dhC,493,0.503061224489796
OG0000560,PF01118.27,Semialdhyde_dh,487,0.4969387755102041
OG0000561,PF03143.20,GTP_EFTU_D3,489,0.3347022587268994
OG0000561,PF03144.28,GTP_EFTU_D2,487,0.3333333333333333
OG0000561,PF00009.30,GTP_EFTU,485,0.3319644079397673
OG0000562,PF00958.25,GMP_synt_C,483,0.34182590233545646
OG0000562,PF00117.31,GATase,467,0.3305024769992923
OG0000562,PF02540.20,NAD_synthase,452,0.3198867657466384
OG0000562,PF03054.19,tRNA_Me_trans,6,0.004246284501061571
OG0000562,PF00733.24,Asn_synthase,3,0.0021231422505307855
OG0000562,PF01507.22,PAPS_reduct,2,0.0014154281670205238
OG0000563,PF01479.28,S4,492,0.5005086469989827
OG0000563,PF00163.22,Ribosomal_S4,491,0.49949135300101727
OG0000564,PF01406.22,tRNA-synt_1e,490,0.9459459459459459
OG0000564,PF09190.14,DALR_2,27,0.052123552123552123
OG0000564,PF00750.22,tRNA-synt_1d,1,0.0019305019305019305
OG0000565,PF07690.19,MFS_1,498,1
OG0000566,PF00581.23,Rhodanese,954,1
OG0000567,PF01018.25,GTP1_OBG,492,0.5
OG0000567,PF01926.26,MMR_HSR1,492,0.5
OG0000568,PF18074.4,PriA_C,482,0.20235096557514692
OG0000568,PF00271.34,Helicase_C,477,0.20025188916876574
OG0000568,PF18319.4,PriA_CRR,474,0.19899244332493704
OG0000568,PF17764.4,PriA_3primeBD,473,0.1985726280436608
OG0000568,PF04851.18,ResIII,366,0.15365239294710328
OG0000568,PF00270.32,DEAD,110,0.04617968094038623
OG0000569,PF00467.32,KOW,490,0.5
OG0000569,PF02357.22,NusG,489,0.4989795918367347
OG0000569,PF02700.17,PurS,1,0.0010204081632653062
OG0000570,PF02464.20,CinA,492,1
OG0000571,PF01715.20,IPPT,492,1
OG0000572,PF02678.19,Pirin,491,0.5
OG0000572,PF05726.16,Pirin_C,475,0.48370672097759676
OG0000572,PF17954.4,Pirin_C_2,16,0.016293279022403257
OG0000573,PF01274.25,Malate_synthase,490,1
OG0000574,PF02527.18,GidB,492,1
OG0000575,PF00203.24,Ribosomal_S19,492,1
OG0000576,PF01458.20,SUFBD,487,0.945631067961165
OG0000576,PF19295.2,SufBD_N,27,0.05242718446601942
OG0000576,PF01220.22,DHquinase_II,1,0.001941747572815534
OG0000577,PF01809.21,YidD,492,1
OG0000578,PF01474.19,DAHP_synth_2,491,1
OG0000579,PF01636.26,APH,473,0.979296066252588
OG0000579,PF02367.20,TsaE,7,0.014492753623188406
OG0000579,PF07669.14,Eco57I,2,0.004140786749482402
OG0000579,PF02958.23,EcKL,1,0.002070393374741201
OG0000580,PF00198.26,2-oxoacid_dh,490,0.33447098976109213
OG0000580,PF02817.20,E3_binding,488,0.33310580204778156
OG0000580,PF00364.25,Biotin_lipoyl,487,0.3324232081911263
OG0000581,PF00298.22,Ribosomal_L11,491,0.501532175689479
OG0000581,PF03946.17,Ribosomal_L11_N,488,0.49846782431052095
OG0000582,PF01668.21,SmpB,491,1
OG0000583,PF01098.22,FTSW_RODA_SPOVE,490,1
OG0000584,PF17827.4,PrmC_N,462,0.4868282402528978
OG0000584,PF05175.17,MTS,400,0.4214963119072708
OG0000584,PF13847.9,Methyltransf_31,87,0.0916754478398314
OG0000585,PF17762.4,HTH_ParB,491,0.5010204081632653
OG0000585,PF02195.21,ParBc,489,0.4989795918367347
OG0000586,PF00252.21,Ribosomal_L16,491,1
OG0000587,PF00164.28,Ribosom_S12_S23,491,1
OG0000588,PF00717.26,Peptidase_S24,491,1
OG0000589,PF01127.25,Sdh_cyt,490,1
OG0000590,PF00825.21,Ribonuclease_P,487,1
OG0000591,PF02272.22,DHHA1,485,0.33868715083798884
OG0000591,PF07973.17,tRNA_SAD,474,0.33100558659217877
OG0000591,PF01411.22,tRNA-synt_2c,473,0.3303072625698324
OG0000592,PF00180.23,Iso_dh,490,1
OG0000593,PF08139.15,LPAM_1,1,1
OG0000594,PF00278.25,Orn_DAP_Arg_deC,487,0.5015447991761071
OG0000594,PF02784.19,Orn_Arg_deC_N,484,0.4984552008238929
OG0000595,PF01916.20,DS,488,1
OG0000596,PF01227.25,GTP_cyclohydroI,490,1
OG0000597,PF00384.25,Molybdopterin,493,0.2802728823194997
OG0000597,PF10588.12,NADH-G_4Fe-4S_3,472,0.26833428084138716
OG0000597,PF13510.9,Fer2_4,471,0.26776577600909607
OG0000597,PF09326.14,NADH_dhqG_C,323,0.18362706083001706
OG0000598,PF00587.28,tRNA-synt_2b,488,0.5
OG0000598,PF03129.23,HGTP_anticodon,488,0.5
OG0000599,PF00318.23,Ribosomal_S2,490,1
OG0000600,PF06723.16,MreB_Mbl,490,1
OG0000601,PF10369.12,ALS_ss_C,488,0.5010266940451745
OG0000601,PF01842.28,ACT,271,0.2782340862422998
OG0000601,PF13710.9,ACT_5,215,0.22073921971252566
OG0000602,PF01795.22,Methyltransf_5,490,1
OG0000603,PF02518.29,HATPase_c,486,0.42857142857142855
OG0000603,PF00512.28,HisKA,484,0.42680776014109345
OG0000603,PF00672.28,HAMP,164,0.14462081128747795
OG0000604,PF01343.21,Peptidase_S49,487,1
OG0000605,PF01329.22,Pterin_4a,488,1
OG0000606,PF00133.25,tRNA-synt_1,1283,0.5707295373665481
OG0000606,PF13603.9,tRNA-synt_1_2,483,0.2148576512455516
OG0000606,PF08264.16,Anticodon_1,482,0.21441281138790036
OG0000607,PF01725.19,Ham1p_like,490,1
OG0000608,PF06831.17,H2TH,487,0.45943396226415095
OG0000608,PF01149.27,Fapy_DNA_glyco,482,0.4547169811320755
OG0000608,PF06827.17,zf-FPG_IleRS,91,0.08584905660377358
OG0000609,PF05099.16,TerB,490,1
OG0000610,PF00673.24,Ribosomal_L5_C,490,0.5015353121801432
OG0000610,PF00281.22,Ribosomal_L5,487,0.4984646878198567
OG0000611,PF00366.23,Ribosomal_S17,490,0.9979633401221996
OG0000611,PF00831.26,Ribosomal_L29,1,0.002036659877800407
OG0000612,PF00831.26,Ribosomal_L29,490,1
OG0000613,PF00459.28,Inositol_P,490,1
OG0000614,PF00574.26,CLP_protease,490,1
OG0000615,PF01257.22,2Fe-2S_thioredx,489,1
OG0000616,PF01475.22,FUR,487,1
OG0000617,PF00587.28,tRNA-synt_2b,487,0.5180851063829788
OG0000617,PF02403.25,Seryl_tRNA_N,452,0.4808510638297872
OG0000617,PF00425.21,Chorismate_bind,1,0.0010638297872340426
OG0000618,PF03320.16,FBPase_glpX,489,0.9979591836734694
OG0000618,PF05992.15,SbmA_BacA,1,0.0020408163265306124
OG0000619,PF02628.18,COX15-CtaA,489,1
OG0000620,PF05690.17,ThiG,489,1
OG0000621,PF01571.24,GCV_T,304,1
OG0000622,PF01510.28,Amidase_2,487,1
OG0000623,PF02636.20,Methyltransf_28,482,1
OG0000624,PF02578.18,Cu-oxidase_4,488,1
OG0000625,PF00005.30,ABC_tran,487,0.9938775510204082
OG0000625,PF12399.11,BCA_ABC_TP_C,2,0.004081632653061225
OG0000625,PF00664.26,ABC_membrane,1,0.0020408163265306124
OG0000626,PF00348.20,polyprenyl_synt,488,0.9979550102249489
OG0000626,PF01343.21,Peptidase_S49,1,0.002044989775051125
OG0000627,PF02190.19,LON_substr_bdg,488,1
OG0000628,PF03734.17,YkuD,484,1
OG0000629,PF00238.22,Ribosomal_L14,489,0.9979591836734694
OG0000629,PF17136.7,ribosomal_L24,1,0.0020408163265306124
OG0000630,PF01521.23,Fe-S_biosyn,488,1
OG0000631,PF03441.17,FAD_binding_7,477,0.4989539748953975
OG0000631,PF04244.16,DPRP,477,0.4989539748953975
OG0000631,PF00873.22,ACR_tran,1,0.0010460251046025104
OG0000631,PF13561.9,adh_short_C2,1,0.0010460251046025104
OG0000632,PF00154.24,RecA,484,1
OG0000633,PF00591.24,Glycos_transf_3,487,0.5242195909580194
OG0000633,PF02885.20,Glycos_trans_3N,442,0.4757804090419806
OG0000634,PF05992.15,SbmA_BacA,488,0.9979550102249489
OG0000634,PF03320.16,FBPase_glpX,1,0.002044989775051125
OG0000635,PF02152.21,FolB,488,1
OG0000636,PF03618.17,Kinase-PPPase,488,0.9979550102249489
OG0000636,PF03031.21,NIF,1,0.002044989775051125
OG0000637,PF01202.25,SKI,488,1
OG0000638,PF01728.22,FtsJ,486,1
OG0000639,PF00892.23,EamA,965,1
OG0000640,PF02867.18,Ribonuc_red_lgC,965,0.6701388888888888
OG0000640,PF00317.24,Ribonuc_red_lgN,475,0.3298611111111111
OG0000641,PF04134.15,DCC1-like,486,1
OG0000642,PF00329.22,Complex1_30kDa,487,1
OG0000643,PF00889.22,EF_TS,487,1
OG0000644,PF03840.17,SecG,484,1
OG0000645,PF02824.24,TGS,481,0.24819401444788441
OG0000645,PF04607.20,RelA_SpoT,479,0.24716202270381837
OG0000645,PF13328.9,HD_4,478,0.24664602683178535
OG0000645,PF13291.9,ACT_4,477,0.24613003095975233
OG0000645,PF19296.2,RelA_AH_RIS,23,0.011867905056759546
OG0000646,PF00072.27,Response_reg,484,0.5010351966873706
OG0000646,PF00486.31,Trans_reg_C,482,0.4989648033126294
OG0000647,PF01960.21,ArgJ,487,0.9979508196721312
OG0000647,PF13763.9,DUF4167,1,0.0020491803278688526
OG0000648,PF02562.19,PhoH,485,1
OG0000649,PF06347.16,SH3_4,962,0.9958592132505176
OG0000649,PF08239.14,SH3_3,4,0.004140786749482402
OG0000650,PF00297.25,Ribosomal_L3,483,1
OG0000651,PF00698.24,Acyl_transf_1,484,1
OG0000652,PF00588.22,SpoU_methylase,480,1
OG0000653,PF09996.12,DUF2237,486,1
OG0000654,PF00490.24,ALAD,486,1
OG0000655,PF03807.20,F420_oxidored,466,0.5259593679458239
OG0000655,PF14748.9,P5CR_dimer,420,0.47404063205417607
OG0000656,PF04413.19,Glycos_transf_N,476,1
OG0000657,PF04551.17,GcpE,486,0.9918367346938776
OG0000657,PF00696.31,AA_kinase,1,0.0020408163265306124
OG0000657,PF01274.25,Malate_synthase,1,0.0020408163265306124
OG0000657,PF01842.28,ACT,1,0.0020408163265306124
OG0000657,PF13840.9,ACT_7,1,0.0020408163265306124
OG0000658,PF00005.30,ABC_tran,484,1
OG0000659,PF02631.19,RecX,482,1
OG0000660,PF01127.25,Sdh_cyt,120,1
OG0000661,PF00534.23,Glycos_transf_1,468,0.8402154398563735
OG0000661,PF13439.9,Glyco_transf_4,65,0.11669658886894076
OG0000661,PF13477.9,Glyco_trans_4_2,21,0.03770197486535009
OG0000661,PF13692.9,Glyco_trans_1_4,2,0.003590664272890485
OG0000661,PF00884.26,Sulfatase,1,0.0017953321364452424
OG0000662,PF13507.9,GATase_5,483,1
OG0000663,PF02632.17,BioY,485,1
OG0000665,PF01502.21,PRA-CH,483,1
OG0000666,PF02687.24,FtsX,476,0.5145945945945946
OG0000666,PF12704.10,MacB_PCD,449,0.4854054054054054
OG0000667,PF14579.9,HHH_6,470,0.2522812667740204
OG0000667,PF17657.4,DNA_pol3_finger,470,0.2522812667740204
OG0000667,PF07733.15,DNA_pol3_alpha,468,0.25120772946859904
OG0000667,PF02811.22,PHP,455,0.24422973698336017
OG0000668,PF02699.18,YajC,485,1
OG0000669,PF02774.21,Semialdhyde_dhC,479,0.5031512605042017
OG0000669,PF01118.27,Semialdhyde_dh,473,0.49684873949579833
OG0000670,PF00156.30,Pribosyltran,481,1
OG0000671,PF00462.27,Glutaredoxin,483,1
OG0000672,PF00308.21,Bac_DnaA,400,0.9852216748768473
OG0000672,PF00910.25,RNA_helicase,6,0.014778325123152709
OG0000673,PF01047.25,MarR,234,0.5188470066518847
OG0000673,PF12802.10,MarR_2,213,0.4722838137472284
OG0000673,PF13463.9,HTH_27,4,0.008869179600886918
OG0000674,PF01040.21,UbiA,485,1
OG0000675,PF06676.14,DUF1178,483,1
